Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,Engagement_Score,Cashback_Per_Order,Address_Stability,Device_Per_Tenure,Churn_Probability,Churn_Percentage,Risk_Level
1.0,15.0,4,laptop & accessory,4,married,3,0,8.0,187.14,0,0.1111111111111111,93.57,1.5,2.0,0.19486718173260678,19.486718173260677,Low
9.0,11.0,3,mobile phone,4,single,2,1,0.0,118.78,1,9.0,11.878,0.2,0.3,0.7718340480668676,77.18340480668677,High
1.0,26.0,4,mobile phone,1,married,3,0,3.0,148.23,0,0.25,74.115,1.5,2.0,0.22029314117636445,22.029314117636446,Low
9.0,17.0,4,laptop & accessory,3,single,5,1,5.0,186.42,0,1.5,18.642,0.5,0.4,0.25220443701781514,25.220443701781512,Low
0.0,8.0,3,mobile phone,3,single,7,0,1.0,143.82,1,0.0,143.82,7.0,3.0,0.7653482188533482,76.53482188533482,High
7.0,14.0,3,laptop & accessory,3,single,4,0,3.0,161.42,0,1.75,20.1775,0.5,0.375,0.02655146457259251,2.6551464572592507,Low
10.0,14.0,4,mobile phone,4,single,4,0,4.0,145.13,0,2.0,13.193636363636363,0.36363636363636365,0.36363636363636365,0.0318951524294313,3.1895152429431297,Low
24.0,9.0,4,others,3,divorced,4,1,8.0,317.37,0,2.6666666666666665,12.6948,0.16,0.16,0.016983676607671725,1.6983676607671725,Low
1.0,12.0,2,mobile phone,4,married,3,1,3.0,148.28,0,0.25,74.14,1.5,1.0,0.34474791703237057,34.47479170323706,Medium
5.0,8.0,6,laptop & accessory,5,married,3,0,8.0,175.03,0,0.5555555555555556,29.171666666666667,0.5,1.0,0.019899171083417315,1.9899171083417315,Low
9.0,16.0,3,fashion,3,married,4,0,7.0,170.94,0,1.125,17.094,0.4,0.3,0.031191601002924313,3.119160100292431,Low
1.0,24.0,4,mobile phone,3,single,3,1,8.0,148.94,1,0.1111111111111111,74.47,1.5,2.0,0.7523631908857233,75.23631908857233,High
21.0,28.0,3,grocery,1,married,4,0,7.0,271.74,0,2.625,12.351818181818182,0.18181818181818182,0.13636363636363635,0.01660850246824645,1.6608502468246449,Low
21.0,11.0,5,fashion,4,married,10,1,3.0,228.33,0,5.25,10.378636363636364,0.45454545454545453,0.22727272727272727,0.2017347413063532,20.17347413063532,Low
21.0,32.0,4,fashion,3,single,4,0,3.0,211.33,0,5.25,9.605909090909092,0.18181818181818182,0.18181818181818182,0.038576650456492716,3.8576650456492714,Low
9.0,12.0,1,laptop & accessory,5,married,4,1,2.0,155.62,0,3.0,15.562000000000001,0.4,0.1,0.0267143080752831,2.67143080752831,Low
1.0,36.0,4,mobile phone,5,married,3,0,3.0,164.07,0,0.25,82.035,1.5,2.0,0.335598756175815,33.559875617581504,Medium
10.0,27.0,3,watch,1,married,6,0,0.0,129.73,0,10.0,11.793636363636363,0.5454545454545454,0.2727272727272727,0.05697973232393518,5.697973232393518,Low
0.0,10.0,3,watch,5,single,2,0,0.0,129.73,1,0.0,129.73,2.0,3.0,0.6901859629509145,69.01859629509146,Medium
11.0,7.0,4,mobile phone,2,single,3,0,8.0,146.15,0,1.2222222222222223,12.179166666666667,0.25,0.3333333333333333,0.02369247350896258,2.369247350896258,Low
8.0,12.0,5,fashion,5,single,4,0,9.0,241.31,0,0.8,26.81222222222222,0.4444444444444444,0.5555555555555556,0.06549911780479338,6.549911780479338,Low
27.0,8.0,5,grocery,3,married,6,1,3.0,254.65,0,6.75,9.094642857142857,0.21428571428571427,0.17857142857142858,0.015577940468033857,1.5577940468033857,Low
16.0,11.0,4,laptop & accessory,5,single,9,0,6.0,176.55,0,2.2857142857142856,10.38529411764706,0.5294117647058824,0.23529411764705882,0.03818671777496623,3.8186717774966232,Low
6.0,8.0,3,laptop & accessory,1,married,2,0,4.0,155.05,0,1.2,22.150000000000002,0.2857142857142857,0.42857142857142855,0.01580133716450345,1.580133716450345,Low
11.0,18.0,4,mobile phone,3,single,6,0,3.0,161.29,0,2.75,13.440833333333332,0.5,0.3333333333333333,0.0401730048302359,4.01730048302359,Low
0.0,13.0,4,watch,5,single,2,1,0.0,126.0,1,0.0,126.0,2.0,4.0,0.8065592744676087,80.65592744676087,High
9.0,6.0,4,watch,3,married,2,0,3.0,120.07,0,2.25,12.007,0.2,0.4,0.04495600810756237,4.495600810756237,Low
15.0,13.0,4,mobile phone,5,single,4,1,18.0,172.21,0,0.7894736842105263,10.763125,0.25,0.25,0.0731121204543686,7.31121204543686,Low
12.0,14.0,3,mobile phone,3,married,2,0,7.0,137.55,0,1.5,10.580769230769231,0.15384615384615385,0.23076923076923078,0.024776631292586858,2.4776631292586857,Low
8.0,11.0,3,fashion,4,single,1,0,13.0,180.95,0,0.5714285714285714,20.105555555555554,0.1111111111111111,0.3333333333333333,0.0317265090393964,3.1726509039396404,Low
9.0,8.0,3,watch,4,married,2,0,2.0,122.26,0,3.0,12.226,0.2,0.3,0.040724259159615195,4.072425915961519,Low
16.0,15.0,3,laptop & accessory,3,married,4,1,7.0,156.79,0,2.0,9.222941176470588,0.23529411764705882,0.17647058823529413,0.022096712973362152,2.2096712973362154,Low
25.0,14.0,5,laptop & accessory,3,married,4,0,1.0,186.32,0,12.5,7.166153846153846,0.15384615384615385,0.19230769230769232,0.014128777926160444,1.4128777926160443,Low
14.0,6.0,3,laptop & accessory,5,married,1,0,7.0,141.03,0,1.75,9.402,0.06666666666666667,0.2,0.01400766674760914,1.400766674760914,Low
3.0,27.0,4,laptop & accessory,2,married,4,0,3.0,194.31,0,0.75,48.5775,1.0,1.0,0.04944737943616053,4.944737943616053,Low
14.0,17.0,2,mobile phone,3,married,5,1,8.0,147.13,0,1.5555555555555556,9.808666666666666,0.3333333333333333,0.13333333333333333,0.049486737207554886,4.9486737207554885,Low
22.0,17.0,3,laptop & accessory,1,single,4,0,4.0,145.07,0,4.4,6.307391304347826,0.17391304347826086,0.13043478260869565,0.014041438713140342,1.4041438713140342,Low
23.0,30.0,3,grocery,3,divorced,4,1,5.0,239.73,0,3.8333333333333335,9.98875,0.16666666666666666,0.125,0.017018101471444197,1.7018101471444198,Low
6.0,15.0,3,watch,2,divorced,1,0,10.0,127.81,0,0.5454545454545454,18.25857142857143,0.14285714285714285,0.42857142857142855,0.019857590805840937,1.9857590805840937,Low
24.0,27.0,4,grocery,3,married,4,1,14.0,237.45,0,1.6,9.498,0.16,0.16,0.016392953359228656,1.6392953359228655,Low
14.0,13.0,3,watch,3,divorced,10,1,7.0,124.61,1,1.75,8.307333333333334,0.6666666666666666,0.2,0.6281418926582084,62.81418926582084,Medium
18.0,29.0,3,laptop & accessory,5,married,2,1,8.0,136.33,0,2.0,7.1752631578947375,0.10526315789473684,0.15789473684210525,0.023433536295913836,2.3433536295913835,Low
1.0,25.0,4,watch,5,divorced,2,0,3.0,131.96,0,0.25,65.98,1.0,2.0,0.15091346657336444,15.091346657336443,Low
10.0,16.0,2,mobile phone,4,married,3,0,3.0,153.1,0,2.5,13.918181818181818,0.2727272727272727,0.18181818181818182,0.016451985915755557,1.6451985915755558,Low
9.0,11.0,3,fashion,5,married,5,0,2.0,180.08,0,3.0,18.008000000000003,0.5,0.3,0.06299041932798807,6.299041932798807,Low
0.0,13.0,1,mobile phone,5,single,1,0,7.0,135.78,0,0.0,135.78,1.0,1.0,0.2257760783902389,22.577607839023887,Low
31.0,14.0,4,others,5,married,7,0,11.0,320.66,0,2.5833333333333335,10.020625,0.21875,0.125,0.014982592208170673,1.4982592208170673,Low
19.0,9.0,5,grocery,2,divorced,11,0,9.0,292.92,0,1.9,14.646,0.55,0.25,0.04671158377179558,4.671158377179558,Low
4.0,9.0,5,laptop & accessory,1,single,7,1,1.0,193.77,0,2.0,38.754000000000005,1.4,1.0,0.3113069118341848,31.13069118341848,Medium
6.0,31.0,4,laptop & accessory,4,single,2,0,2.0,143.2,0,2.0,20.457142857142856,0.2857142857142857,0.5714285714285714,0.03817102409736459,3.817102409736459,Low
27.0,13.0,4,laptop & accessory,3,married,4,1,6.0,148.06,0,3.857142857142857,5.287857142857143,0.14285714285714285,0.14285714285714285,0.01519177982098548,1.519177982098548,Low
4.0,13.0,5,laptop & accessory,2,divorced,2,0,8.0,171.27,0,0.4444444444444444,34.254000000000005,0.4,1.0,0.017043285592101835,1.7043285592101836,Low
12.0,19.0,5,laptop & accessory,5,married,4,0,3.0,187.88,0,3.0,14.452307692307691,0.3076923076923077,0.38461538461538464,0.023289817078544838,2.3289817078544837,Low
20.0,20.0,3,laptop & accessory,5,single,3,0,7.0,149.6,0,2.5,7.123809523809523,0.14285714285714285,0.14285714285714285,0.023772300181632934,2.3772300181632935,Low
13.0,10.0,4,fashion,1,married,8,0,11.0,208.55,0,1.0833333333333333,14.896428571428572,0.5714285714285714,0.2857142857142857,0.03981545333878613,3.9815453338786133,Low
3.0,9.0,5,laptop & accessory,4,married,4,0,1.0,191.44,0,1.5,47.86,1.0,1.25,0.05501726427314661,5.5017264273146615,Low
17.0,11.0,3,others,4,divorced,8,0,10.0,282.13,0,1.5454545454545454,15.67388888888889,0.4444444444444444,0.16666666666666666,0.02514143572954152,2.514143572954152,Low
13.0,6.0,3,laptop & accessory,1,married,5,0,3.0,165.13,0,3.25,11.795,0.35714285714285715,0.21428571428571427,0.0162379692849709,1.62379692849709,Low
1.0,9.0,4,mobile phone,5,divorced,8,1,3.0,145.42,1,0.25,72.71,4.0,2.0,0.7925149063624513,79.25149063624512,High
20.0,7.0,3,watch,1,married,8,0,2.0,134.2,0,6.666666666666667,6.39047619047619,0.38095238095238093,0.14285714285714285,0.019562751309543415,1.9562751309543416,Low
4.0,26.0,3,laptop & accessory,3,married,2,0,0.0,169.32,0,4.0,33.864,0.4,0.6,0.02091660514301368,2.091660514301368,Low
13.0,15.0,3,laptop & accessory,5,married,1,0,1.0,154.73,0,6.5,11.052142857142856,0.07142857142857142,0.21428571428571427,0.01618148700323636,1.6181487003236361,Low
14.0,8.0,4,laptop & accessory,1,married,6,0,4.0,190.13,0,2.8,12.675333333333333,0.4,0.26666666666666666,0.025596027286877415,2.5596027286877416,Low
11.0,10.0,4,fashion,3,divorced,3,0,3.0,219.34,0,2.75,18.278333333333332,0.25,0.3333333333333333,0.034448571917771884,3.444857191777188,Low
18.0,32.0,4,laptop & accessory,5,married,2,0,5.0,143.85,0,3.0,7.571052631578947,0.10526315789473684,0.21052631578947367,0.01728679521127495,1.728679521127495,Low
24.0,27.0,3,laptop & accessory,1,single,1,1,0.0,154.41,0,24.0,6.1764,0.04,0.12,0.015386614493354295,1.5386614493354296,Low
1.0,22.0,2,laptop & accessory,5,single,1,0,7.0,156.61,0,0.125,78.305,0.5,1.0,0.10253066313949218,10.253066313949217,Low
29.0,14.0,3,mobile phone,5,married,5,1,2.0,142.57,0,9.666666666666666,4.7523333333333335,0.16666666666666666,0.1,0.015404674470519238,1.5404674470519237,Low
9.0,15.0,3,watch,5,single,4,0,0.0,120.18,1,9.0,12.018,0.4,0.3,0.6099937101164075,60.99937101164075,Medium
10.0,9.0,3,laptop & accessory,4,single,4,0,1.0,141.07,0,5.0,12.824545454545454,0.36363636363636365,0.2727272727272727,0.038474016527765255,3.8474016527765253,Low
28.0,10.0,4,laptop & accessory,5,divorced,4,0,6.0,184.4,0,4.0,6.358620689655172,0.13793103448275862,0.13793103448275862,0.014099816935179846,1.4099816935179845,Low
12.0,13.0,5,laptop & accessory,3,married,4,0,8.0,178.21,0,1.3333333333333333,13.708461538461538,0.3076923076923077,0.38461538461538464,0.021348474810414367,2.1348474810414366,Low
1.0,28.0,5,mobile phone,4,single,3,1,1.0,146.21,1,0.5,73.105,1.5,2.5,0.8020711108801976,80.20711108801976,High
10.0,14.0,2,laptop & accessory,5,married,4,0,14.0,171.39,0,0.6666666666666666,15.58090909090909,0.36363636363636365,0.18181818181818182,0.014202762122748899,1.4202762122748898,Low
1.0,20.0,4,laptop & accessory,5,married,4,0,3.0,167.33,1,0.25,83.665,2.0,2.0,0.4536010729551066,45.36010729551066,Medium
19.0,14.0,4,fashion,5,married,4,0,3.0,222.24,0,4.75,11.112,0.2,0.2,0.027660067065146808,2.766006706514681,Low
7.0,15.0,4,fashion,4,single,2,0,7.0,186.21,0,0.875,23.27625,0.25,0.5,0.05937502856499579,5.937502856499579,Low
4.0,26.0,3,laptop & accessory,3,divorced,2,0,0.0,169.32,0,4.0,33.864,0.4,0.6,0.022863832049264877,2.2863832049264876,Low
1.0,27.0,4,laptop & accessory,3,single,3,0,3.0,224.81,0,0.25,112.405,1.5,2.0,0.589146094665608,58.9146094665608,Medium
8.0,7.0,5,laptop & accessory,5,single,2,0,10.0,178.43,0,0.7272727272727273,19.825555555555557,0.2222222222222222,0.5555555555555556,0.02285305221926949,2.285305221926949,Low
3.0,30.0,2,mobile phone,3,divorced,3,0,8.0,152.0,0,0.3333333333333333,38.0,0.75,0.5,0.030685143888651973,3.0685143888651973,Low
11.0,23.0,5,laptop & accessory,3,married,6,0,1.0,188.34,0,5.5,15.695,0.5,0.4166666666666667,0.024057354494090615,2.4057354494090615,Low
13.0,22.0,3,fashion,1,single,7,1,3.0,179.45,0,3.25,12.817857142857141,0.5,0.21428571428571427,0.2188547340667389,21.88547340667389,Low
3.0,17.0,4,mobile phone,3,single,3,0,1.0,151.42,0,1.5,37.855,0.75,1.0,0.08256289326133513,8.256289326133514,Low
31.0,16.0,5,mobile phone,4,divorced,6,1,1.0,158.46,0,15.5,4.951875,0.1875,0.15625,0.017629321754779357,1.7629321754779357,Low
10.0,15.0,3,fashion,4,married,2,0,7.0,188.34,0,1.25,17.12181818181818,0.18181818181818182,0.2727272727272727,0.030278671343079384,3.0278671343079386,Low
1.0,30.0,4,fashion,5,married,11,1,3.0,224.5,1,0.25,112.25,5.5,2.0,0.7914875274737747,79.14875274737747,High
1.0,16.0,4,mobile phone,5,single,4,1,1.0,156.72,1,0.5,78.36,2.0,2.0,0.7963326837846952,79.63326837846952,High
9.0,15.0,4,laptop & accessory,4,married,3,1,2.0,188.47,0,3.0,18.847,0.3,0.4,0.0369401660686798,3.6940166068679803,Low
11.0,11.0,4,mobile phone,2,married,6,0,9.0,25.0,0,1.1,2.0833333333333335,0.5,0.3333333333333333,0.04186953759937751,4.186953759937751,Low
28.0,10.0,4,grocery,1,married,5,0,10.0,302.79,0,2.5454545454545454,10.44103448275862,0.1724137931034483,0.13793103448275862,0.014066839998355668,1.406683999835567,Low
11.0,6.0,1,watch,3,married,2,0,0.0,128.44,0,11.0,10.703333333333333,0.16666666666666666,0.08333333333333333,0.023057470453453,2.3057470453453,Low
10.0,10.0,2,laptop & accessory,5,married,8,0,5.0,193.42,0,1.6666666666666667,17.583636363636362,0.7272727272727273,0.18181818181818182,0.017887398077697875,1.7887398077697876,Low
26.0,13.0,2,grocery,3,divorced,4,0,3.0,248.14,0,6.5,9.19037037037037,0.14814814814814814,0.07407407407407407,0.013455668430501038,1.3455668430501038,Low
23.0,6.0,3,others,4,married,4,1,7.0,281.72,0,2.875,11.738333333333335,0.16666666666666666,0.125,0.015073233286228343,1.5073233286228342,Low
22.0,6.0,4,grocery,3,single,8,1,7.0,239.64,0,2.75,10.419130434782607,0.34782608695652173,0.17391304347826086,0.026666806310263434,2.6666806310263436,Low
10.0,11.0,4,laptop & accessory,4,married,9,0,3.0,176.31,0,2.5,16.028181818181817,0.8181818181818182,0.36363636363636365,0.02651101509806859,2.651101509806859,Low
1.0,21.0,5,mobile phone,4,married,3,1,3.0,162.43,1,0.25,81.215,1.5,2.5,0.6945726602777508,69.45726602777508,Medium
10.0,8.0,3,laptop & accessory,3,divorced,5,1,0.0,196.02,0,10.0,17.82,0.45454545454545453,0.2727272727272727,0.0706700325745935,7.06700325745935,Low
4.0,13.0,4,fashion,3,divorced,2,0,9.0,189.43,0,0.4,37.886,0.4,0.8,0.03963532377003846,3.9635323770038458,Low
8.0,6.0,3,laptop & accessory,3,single,2,0,3.0,148.59,0,2.0,16.51,0.2222222222222222,0.3333333333333333,0.020859996759561777,2.085999675956178,Low
12.0,8.0,5,mobile phone,5,single,6,0,1.0,153.58,0,6.0,11.813846153846155,0.46153846153846156,0.38461538461538464,0.0649670247031496,6.49670247031496,Low
1.0,9.0,4,mobile phone,5,married,9,0,8.0,152.07,1,0.1111111111111111,76.035,4.5,2.0,0.7202428111299308,72.02428111299308,High
7.0,21.0,4,mobile phone,4,married,3,0,7.0,152.56,0,0.875,19.07,0.375,0.5,0.027700238488644013,2.770023848864401,Low
19.0,36.0,4,fashion,1,married,6,1,3.0,218.8,0,4.75,10.940000000000001,0.3,0.2,0.06328755296425037,6.328755296425037,Low
1.0,9.0,4,mobile phone,1,married,2,0,2.0,150.23,0,0.3333333333333333,75.115,1.0,2.0,0.08805965426682713,8.805965426682713,Low
10.0,25.0,4,laptop & accessory,2,single,4,0,10.0,202.79,0,0.9090909090909091,18.435454545454544,0.36363636363636365,0.36363636363636365,0.03589751257152387,3.589751257152387,Low
12.0,9.0,2,laptop & accessory,4,divorced,10,0,6.0,163.89,0,1.7142857142857142,12.606923076923076,0.7692307692307693,0.15384615384615385,0.02051878027549016,2.051878027549016,Low
9.0,7.0,4,laptop & accessory,3,single,3,0,4.0,173.59,0,1.8,17.359,0.3,0.4,0.02194718492207559,2.194718492207559,Low
8.0,15.0,2,laptop & accessory,3,married,3,0,9.0,192.99,0,0.8,21.443333333333335,0.3333333333333333,0.2222222222222222,0.015133011737830807,1.5133011737830806,Low
12.0,8.0,4,laptop & accessory,1,married,9,0,10.0,172.35,0,1.0909090909090908,13.257692307692308,0.6923076923076923,0.3076923076923077,0.02155305183005794,2.155305183005794,Low
1.0,15.0,6,mobile phone,3,divorced,3,0,3.0,171.21,0,0.25,85.605,1.5,3.0,0.3939668354944045,39.396683549440446,Medium
28.0,12.0,4,others,5,married,6,0,3.0,319.06,0,7.0,11.00206896551724,0.20689655172413793,0.13793103448275862,0.01434348096545492,1.434348096545492,Low
2.0,7.0,6,laptop & accessory,2,divorced,2,0,6.0,191.74,0,0.2857142857142857,63.913333333333334,0.6666666666666666,2.0,0.029448147524823554,2.9448147524823556,Low
3.0,6.0,3,mobile phone,4,married,2,0,7.0,137.48,0,0.375,34.37,0.5,0.75,0.021297724405021333,2.1297724405021334,Low
4.0,17.0,5,laptop & accessory,3,divorced,3,0,5.0,190.78,0,0.6666666666666666,38.156,0.6,1.0,0.025067337408054523,2.506733740805452,Low
0.0,13.0,4,watch,1,single,2,1,1.0,123.89,1,0.0,123.89,2.0,4.0,0.7879933033766665,78.79933033766665,High
14.0,17.0,5,fashion,4,married,4,0,3.0,222.05,0,3.5,14.803333333333335,0.26666666666666666,0.3333333333333333,0.053518805092121216,5.351880509212122,Low
17.0,13.0,4,fashion,1,married,4,0,17.0,202.48,0,0.9444444444444444,11.248888888888889,0.2222222222222222,0.2222222222222222,0.03608935057864472,3.608935057864472,Low
7.0,6.0,4,fashion,3,divorced,2,1,6.0,170.83,0,1.0,21.35375,0.25,0.5,0.06889129843906054,6.889129843906054,Low
8.0,8.0,3,laptop & accessory,4,single,6,0,2.0,144.25,0,2.6666666666666665,16.02777777777778,0.6666666666666666,0.3333333333333333,0.029238269469196963,2.9238269469196965,Low
16.0,9.0,4,grocery,5,divorced,2,0,8.0,301.65,0,1.7777777777777777,17.74411764705882,0.11764705882352941,0.23529411764705882,0.022553006644734953,2.2553006644734954,Low
20.0,8.0,2,grocery,5,single,3,0,13.0,300.67,0,1.4285714285714286,14.317619047619049,0.14285714285714285,0.09523809523809523,0.024942267144512576,2.4942267144512575,Low
10.0,13.0,3,watch,2,divorced,2,1,2.0,123.26,0,3.3333333333333335,11.205454545454545,0.18181818181818182,0.2727272727272727,0.23049902499286418,23.049902499286418,Low
29.0,33.0,2,others,4,married,6,1,5.0,321.36,0,4.833333333333333,10.712,0.2,0.06666666666666667,0.018062044738051296,1.8062044738051297,Low
27.0,17.0,3,grocery,1,married,4,0,12.0,260.32,0,2.076923076923077,9.297142857142857,0.14285714285714285,0.10714285714285714,0.013520446167680018,1.3520446167680018,Low
3.0,9.0,5,mobile phone,5,single,4,1,1.0,161.46,1,1.5,40.365,1.0,1.25,0.561945266681746,56.1945266681746,Medium
0.0,10.0,1,laptop & accessory,4,married,2,1,3.0,161.42,0,0.0,161.42,2.0,1.0,0.1795249041286212,17.952490412862122,Low
0.0,13.0,3,watch,5,married,2,0,2.0,125.0,0,0.0,125.0,2.0,3.0,0.34777653524854635,34.777653524854635,Medium
10.0,17.0,3,fashion,2,married,2,1,3.0,221.85,0,2.5,20.168181818181818,0.18181818181818182,0.2727272727272727,0.056147129044826535,5.614712904482653,Low
3.0,14.0,3,fashion,3,married,6,0,7.0,172.64,0,0.375,43.16,1.5,0.75,0.05848103450952684,5.848103450952684,Low
4.0,29.0,5,laptop & accessory,3,divorced,4,1,1.0,188.8,1,2.0,37.760000000000005,0.8,1.0,0.4011987341637142,40.11987341637142,Medium
11.0,8.0,5,laptop & accessory,1,married,3,1,3.0,154.05,0,2.75,12.8375,0.25,0.4166666666666667,0.020915819237473376,2.091581923747338,Low
5.0,33.0,4,mobile phone,3,married,3,0,4.0,154.11,0,1.0,25.685000000000002,0.5,0.6666666666666666,0.027693246798981448,2.769324679898145,Low
14.0,9.0,5,laptop & accessory,3,married,8,0,1.0,159.48,0,7.0,10.632,0.5333333333333333,0.3333333333333333,0.024591251292570605,2.4591251292570604,Low
3.0,17.0,4,mobile phone,4,married,2,0,2.0,157.91,0,1.0,39.4775,0.5,1.0,0.024159896264514317,2.415989626451432,Low
9.0,12.0,3,watch,3,married,9,0,2.0,122.67,0,3.0,12.267,0.9,0.3,0.05704424819466317,5.704424819466317,Low
1.0,9.0,6,mobile phone,1,married,7,1,3.0,159.64,1,0.25,79.82,3.5,3.0,0.7843953127716055,78.43953127716054,High
31.0,10.0,5,laptop & accessory,2,single,7,0,6.0,176.71,0,4.428571428571429,5.5221875,0.21875,0.15625,0.01640409530047923,1.640409530047923,Low
15.0,11.0,4,mobile phone,3,divorced,11,1,8.0,149.61,1,1.6666666666666667,9.350625,0.6875,0.25,0.5348154298657095,53.48154298657095,Medium
1.0,16.0,5,laptop & accessory,5,single,9,0,4.0,159.07,1,0.2,79.535,4.5,2.5,0.755590326798608,75.5590326798608,High
14.0,12.0,3,fashion,3,single,2,0,7.0,192.41,0,1.75,12.827333333333334,0.13333333333333333,0.2,0.05032821882302489,5.032821882302489,Low
10.0,17.0,4,fashion,5,married,9,1,8.0,208.21,0,1.1111111111111112,18.92818181818182,0.8181818181818182,0.36363636363636365,0.43369964986101783,43.369964986101785,Medium
1.0,22.0,4,mobile phone,3,divorced,3,0,3.0,151.1,1,0.25,75.55,1.5,2.0,0.35870224029558234,35.87022402955824,Medium
9.0,11.0,3,watch,3,divorced,5,0,0.0,120.93,0,9.0,12.093,0.5,0.3,0.3317378239076903,33.17378239076903,Medium
13.0,7.0,4,others,3,married,3,1,7.0,316.97,0,1.625,22.64071428571429,0.21428571428571427,0.2857142857142857,0.11922120435799141,11.92212043579914,Low
13.0,8.0,3,others,3,married,1,0,9.0,294.36,0,1.3,21.025714285714287,0.07142857142857142,0.21428571428571427,0.01991653386437956,1.9916533864379562,Low
23.0,35.0,4,grocery,3,married,1,0,7.0,270.46,0,2.875,11.269166666666665,0.041666666666666664,0.16666666666666666,0.014187813374383847,1.4187813374383846,Low
9.0,9.0,3,mobile phone,4,single,2,0,0.0,114.83,0,9.0,11.483,0.2,0.3,0.5959405878783526,59.59405878783526,Medium
21.0,9.0,4,mobile phone,3,single,6,0,1.0,149.79,1,10.5,6.808636363636364,0.2727272727272727,0.18181818181818182,0.11372092889957941,11.37209288995794,Low
5.0,8.0,1,laptop & accessory,1,single,8,0,7.0,150.55,0,0.625,25.09166666666667,1.3333333333333333,0.16666666666666666,0.021783273504345915,2.1783273504345915,Low
30.0,35.0,4,grocery,2,married,4,0,0.0,241.18,0,30.0,7.78,0.12903225806451613,0.12903225806451613,0.014446159480888999,1.4446159480888998,Low
1.0,10.0,4,mobile phone,3,single,3,0,1.0,139.2,1,0.5,69.6,1.5,2.0,0.5953748382157374,59.537483821573744,Medium
15.0,11.0,3,others,3,divorced,7,0,0.0,283.03,0,15.0,17.689375,0.4375,0.1875,0.01933581141534115,1.933581141534115,Low
20.0,7.0,4,fashion,5,married,9,0,3.0,218.96,0,5.0,10.426666666666668,0.42857142857142855,0.19047619047619047,0.032790073904756634,3.2790073904756634,Low
13.0,9.0,4,fashion,3,single,2,0,9.0,234.38,0,1.3,16.74142857142857,0.14285714285714285,0.2857142857142857,0.03338762488739265,3.338762488739265,Low
27.0,28.0,3,grocery,3,married,4,0,7.0,274.26,0,3.375,9.795,0.14285714285714285,0.10714285714285714,0.013729070837965837,1.3729070837965838,Low
9.0,14.0,3,laptop & accessory,1,married,5,0,7.0,150.79,0,1.125,15.078999999999999,0.5,0.3,0.018098194029181898,1.8098194029181898,Low
11.0,7.0,4,laptop & accessory,4,divorced,8,0,4.0,189.47,0,2.2,15.789166666666667,0.6666666666666666,0.3333333333333333,0.02229121564592882,2.229121564592882,Low
1.0,14.0,4,laptop & accessory,3,married,3,0,2.0,173.83,1,0.3333333333333333,86.915,1.5,2.0,0.21930480495669985,21.930480495669986,Low
1.0,32.0,6,mobile phone,3,single,3,0,2.0,147.93,1,0.3333333333333333,73.965,1.5,3.0,0.6495523495354913,64.95523495354914,Medium
3.0,7.0,3,mobile phone,4,married,1,1,7.0,135.79,0,0.375,33.9475,0.25,0.75,0.04301259801182118,4.301259801182118,Low
26.0,6.0,4,grocery,3,married,5,1,3.0,229.65,0,6.5,8.505555555555556,0.18518518518518517,0.14814814814814814,0.015000864307299296,1.5000864307299295,Low
9.0,14.0,3,mobile phone,3,single,2,0,0.0,119.04,1,9.0,11.904,0.2,0.3,0.582627625749476,58.2627625749476,Medium
2.0,8.0,3,watch,4,married,1,0,2.0,131.8,0,0.6666666666666666,43.93333333333334,0.3333333333333333,1.0,0.021703384375211767,2.1703384375211767,Low
6.0,8.0,3,laptop & accessory,4,single,9,0,7.0,151.47,0,0.75,21.638571428571428,1.2857142857142858,0.42857142857142855,0.050294148448934206,5.02941484489342,Low
22.0,36.0,4,fashion,3,married,5,0,1.0,250.04,0,11.0,10.871304347826086,0.21739130434782608,0.17391304347826086,0.014776031081145058,1.4776031081145058,Low
27.0,7.0,4,laptop & accessory,5,single,9,0,11.0,208.81,0,2.25,7.4575000000000005,0.32142857142857145,0.14285714285714285,0.01588886554306817,1.588886554306817,Low
23.0,7.0,5,grocery,3,single,9,1,8.0,264.64,0,2.5555555555555554,11.026666666666666,0.375,0.20833333333333334,0.02404189839151963,2.404189839151963,Low
23.0,14.0,3,mobile phone,4,divorced,8,0,2.0,138.75,0,7.666666666666667,5.78125,0.3333333333333333,0.125,0.014186644379902445,1.4186644379902444,Low
4.0,11.0,5,laptop & accessory,4,married,3,1,8.0,177.09,0,0.4444444444444444,35.418,0.6,1.0,0.05191528578875806,5.191528578875806,Low
9.0,14.0,5,watch,5,divorced,2,1,7.0,121.19,1,1.125,12.119,0.2,0.5,0.5063339057149145,50.633390571491454,Medium
1.0,8.0,4,mobile phone,3,single,2,0,3.0,158.75,0,0.25,79.375,1.0,2.0,0.26940168155272426,26.940168155272424,Low
1.0,12.0,5,fashion,1,married,3,1,9.0,253.08,0,0.1,126.54,1.5,2.5,0.48877218721977506,48.877218721977506,Medium
19.0,9.0,6,laptop & accessory,3,single,2,0,2.0,191.32,0,6.333333333333333,9.565999999999999,0.1,0.3,0.020537809249540802,2.05378092495408,Low
